gene_id	CD34_FPKM	GM12878_FPKM	H1-hESC_FPKM	HMEC_FPKM	HSMM_FPKM	HUVEC_FPKM	MRG_FPKM	neural_FPKM	NHLF_FPKM	MSC_FPKM
LOC100270804	2.66748	4.084615	0.3044795	0.5427087	0.5958694	0.5813722	4.258403	5.563854	0.7747826	0.4043209
LOC100271832	0.018303625	0.0	0.03145196	0.0	0.0	0.13835809	0.01025214	0.0	0.03692778	0.0
LOC100271836	4.113027	2.529647	1.1030162	1.3910151	0.6741038	2.032785	0.3608002	1.4477763	1.0923857	0.5277512
LOC100272216	0.0916635	0.2406382	0.016855961	0.0	0.0	0.03393574	0.05372425	0.06237011	0.2374245	0.0
LOC100272217	0.275347	1.906222	0.18443345	0.4252963	0.5732063	0.2052013	0.3468217	0.7966443	0.2690069	0.09098265
LOC100286922	0.0	0.0	0.0	0.07418254	0.0	0.0	0.0	0.0	0.0	0.0
LOC100287010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100287015	1.623744	1.4126142	3.703086	1.306411	0.5133487	1.3349713	2.675709	5.857551	0.7998597	1.542678
LOC100287036	0.021521585	0.12020041	0.04407417	0.2346999	0.07374255	0.355903	0.0	0.08944494	0.09308312	0.3517726
LOC100287042	0.7974585	0.9086447	1.0093196	0.2904978	0.4374144	0.3723414	1.665101	1.2385412	0.3395762	0.5216319
LOC100287072	0.08707539	0.039270757	0.000759426	0.0	0.011627388	0.022228455	0.0	0.11085032	0.007245858	0.05627056
LOC100287177	2.648322	3.39688	0.2621914	2.08433	0.5664891	0.7541036	0.11250656	0.05801114	0.3483833	2.9422
LOC100287225	0.0	0.039298657	0.0351647	0.5248034	0.029676871	0.0	0.005048441	0.0	0.0	0.06686941
LOC100287534	0.0	0.010683093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100287632	0.0	0.0	0.0	0.0	0.08350016	0.04169671	0.0	0.0	0.0	0.0
LOC100287639	0.08805888	0.0	0.0	0.0	0.0	0.0	0.016248464	0.0	0.0	0.0
LOC100287792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100287834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100287846	0.008948176	0.002971266	0.0	0.0	0.15424085	0.018284799	0.0	0.0	0.017672997	0.0
LOC100287879	0.0	0.0	0.014867632	0.09348778	0.04201275	0.06371339	0.0	0.0	0.07788698	0.09184729
LOC100287944	0.0	0.026670204	0.022102922	0.0	0.07282215	0.05892253	0.0	0.0	0.04736328	0.0
LOC100288069	0.21660806	0.6108284	0.14004604	0.20398104	0.12020041	0.21272986	0.19351422	0.0	0.3683411	0.2507987
LOC100288079	0.0	0.16819675	0.0	0.0	0.0	0.0	0.0	0.0	0.03345058	0.0
LOC100288123	0.8358134	0.3935648	0.4767992	0.592811	0.330027	1.3775139	0.17157112	0.025846138	0.16545053	0.20442264
LOC100288142	0.0	0.11735336	0.0	0.08508035	0.0	0.04685597	0.024003834	0.0	0.0	0.0
LOC100288181	0.007471773	0.2353125	0.00313938995	0.666571	0.2583094	0.2516315	0.00937097	0.06476711	0.07840078	0.07098172
LOC100288198	1.1543717	1.0888855	0.19138782	0.6712648	0.6748009	0.4788563	0.6921029	0.2368664	0.3564869	0.4543116
LOC100288255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288332	0.9776228	2.565877	2.703603	0.9818344	2.715686	13.39519	2.421287	0.04289229	2.523431	1.586501
LOC100288346	0.0	0.0	0.0	0.0	0.017807818	0.0	0.0	0.04778903	0.0	0.0
LOC100288524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288637	1.3510379	5.231598	0.5539611	1.0974752	0.8010456	1.3845125	0.6092584	0.13952561	0.8555111	0.4936716
LOC100288748	0.0	0.0	0.3684387	0.2613647	0.003004021	0.0	0.0	0.17858641	0.0	0.0
LOC100288778	23.57496	6.600055	9.205471	2.090207	1.2897301	6.289911	21.47617	20.73751	4.734092	23.94767
LOC100288814	0.0	0.0	0.16746288	0.2568103	0.04859719	0.16570423	0.09371457	0.0	0.06761448	0.18009226
LOC100288842	0.7093345	4.145041	4.060884	5.372507	4.2269	1.3490553	1.647992	1.0306277	1.968682	0.3754322
LOC100288846	1.491904	0.7514065	0.12521805	0.6216417	0.273044	1.1007518	0.6187966	0.2921033	0.6753705	0.4051091
LOC100288911	0.7950926	0.0	8.982686	3.937811	11.389628	30.77809	12.176236	17.72905	6.317831	13.90677
LOC100288966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288974	0.13151647	0.0	0.014445751	0.05473962	0.4078286	0.3564869	0.0862903	0.038056027	0.0728862	0.6170472
LOC100289019	3.937811	4.422409	4.550039	1.525949	0.8640138	2.88874	1.2597038	5.070678	0.7212524	1.1596707
LOC100289092	0.9853499	2.235101	0.0	3.807676	4.543932	3.029911	18.57532	7.737296	0.9421198	2.46539
LOC100289187	0.504565	1.601436	0.3384369	0.157813	0.7056721	0.2609336	1.543383	2.071447	1.0288351	0.5769209
LOC100289230	1.988127	2.61366	0.22958001	0.3560394	0.3187356	0.8893223	1.4239015	4.40508	0.7263612	0.4097567
LOC100289341	1.677148	0.6896618	0.2562237	0.9430453	1.880036	1.960497	1.728073	0.3013486	1.0456961	1.744198
LOC100289361	0.926891	3.396005	2.955118	2.958533	1.911457	1.3798958	2.072188	0.6164063	1.727482	0.8977393
LOC100289388	0.731039	1.816468	0.13763587	0.8685021	0.9250561	0.5696092	0.7998597	0.05141349	1.759334	0.0
LOC100289473	0.1174595	0.013211774	0.001626183	0.16491673	1.3593831	0.13763587	0.02540044	0.0	0.560892	0.0
LOC100289495	0.41699	0.9029228	0.17346719	0.3742055	0.2849305	0.05727364	0.3606995	0.5409	0.4291009	0.6049285
LOC100289509	0.1628579	0.3397836	0.243253	0.2706113	0.05624431	0.3051159	0.14989571	1.1107302	0.1641921	0.2843473
LOC100289511	8.68923	0.7305562	0.9495541	1.0544983	0.785261	5.264225	0.355903	2.390503	0.6961355	1.4659083
LOC100289561	9.011283	11.382208	0.7422985	2.124684	2.041274	2.430904	6.475668	18.08804	2.195422	4.435344
LOC100289650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024591967	0.017081609	0.0
LOC100289656	0.0	0.0	0.00123097	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100289673	0.0	0.0	0.0	0.0	0.03493672	0.022829453	0.0	0.0	0.0	0.0
LOC100294145	3.364752	6.730768	4.320936	5.346258	4.120792	3.055069	5.047788	20.46571	8.792379	4.328054
LOC100294362	0.3193608	0.7308011	0.3460901	0.14259906	0.12533777	0.8642985	0.9619652	0.9564488	0.3034881	0.14196874
LOC100303749	0.11221277	0.6778647	0.02046527	0.05999273	0.05828618	0.3186135	0.0	0.0	0.07609816	0.0
LOC100335030	0.6450042	0.8206927	0.05660679	0.2694829	0.2350669	0.3029883	0.2875431	0.15377769	0.20557821	0.0
LOC100379224	0.6546157	2.291176	0.6875522	0.6265779	2.98434	0.5680851	4.361682	3.573967	2.692763	2.210288
LOC100422737	0.0	0.0	0.0	0.0	0.05013273	0.0	0.03651488	0.0	0.0	0.0
LOC100499183	1.1673128	0.0	0.040418147	0.3777542	0.272891	0.3431136	0.2377973	0.11112794	1.561684	2.292338
LOC100499194	0.0	0.10630295	0.0	0.04610533	0.020584962	0.14405837	0.0	0.0470547	0.07256751	0.05369657
LOC100499227	1.2638547	0.22853486	1.1845932	1.489978	1.624439	0.15398999	0.2399953	0.0	0.12521805	0.2338334
LOC100499405	2.972107	0.10236164	0.2809452	0.3699195	0.16516505	0.4916208	0.170593	0.10854017	0.04739171	0.08041029
LOC100499484	0.8962825	1.4132989	0.8906057	0.792516	0.2346999	1.3038199	0.09452581	0.7886324	1.3606027	0.4399526
LOC100499484-C9ORF174	2.76935	0.2797359	0.7281018	0.3958376	0.2599907	0.4755599	0.7314708	1.4611834	0.687294	0.5189958
LOC100499489	2.383876	0.20432713	0.05763559	0.4335977	2.195422	1.718048	2.430134	3.708529	2.81025	2.176457
LOC100500773	0.0	0.014182572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505474	0.0	0.0	0.000413723	0.0	0.0	0.0	0.014516665	0.0	0.0	0.0
LOC100505478	0.0	0.0	0.0	0.11998069	0.0639703	0.0	0.0	0.0	0.0	0.0
LOC100505495	0.011410285	0.0	0.0	0.0	0.0	8.912483	0.0	0.0	0.0	0.0
LOC100505540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505545	0.0	0.015206139	0.0	0.0	0.0	0.0	0.0081478388	0.0	0.0	0.0
LOC100505549	7.504436	4.678212	4.308018	1.950257	1.846582	3.860774	0.671935	0.3431136	2.169095	10.3408
LOC100505622	0.9929079	2.895066	0.04623879	0.3733936	0.07846026	0.3781757	0.0	0.0	0.4868852	0.3029883
LOC100505624	0.0	0.16211406	0.001567465	0.0	0.0686351	0.08955469	0.0	0.0	0.0	0.0
LOC100505633	0.06811586	0.0	0.0	2.263691	1.908245	0.0	0.0	0.0	0.7024385	2.237407
LOC100505636	0.3909803	0.9996069	0.028828664	0.5826932	0.20269608	0.2449046	0.15877147	0.5748055	0.3129127	0.3173441
LOC100505658	0.04623879	0.2768304	0.05081362	0.04306407	0.03137912	0.22502799	0.0	0.06557234	0.04778903	0.0
LOC100505659	0.0	0.0	0.0	0.0	0.005010474	0.0	0.07753985	0.0	0.04536918	0.0
LOC100505666	0.4468447	0.8096371	3.662956	3.804091	1.1279219	2.370758	2.162998	0.7062455	0.238275	0.4345832
LOC100505676	0.030014837	0.2249083	0.004260989	0.017758195	0.027075025	0.015101867	0.011602593	0.019557423	0.09479044	0.08563212
LOC100505679	0.0	0.0	0.0	0.0	0.0	0.0	0.0941538	0.0	0.4201355	0.6709262
LOC100505695	0.0	0.6100138	1.0395719	1.4270798	0.2529335	0.0	1.845902	2.509588	0.2705166	0.3699195
LOC100505702	0.03661333	0.06295768	0.000197964	0.20453989	0.21462569	0.9058547	0.004532837	0.0	0.7244119	1.0023805
LOC100505715	3.590783	2.09172	0.6845246	1.2160258	1.58133	1.4535523	1.0642632	3.688085	2.293539	2.527092
LOC100505716	0.2806429	0.764137	0.03116703	0.10740852	0.10081671	0.5098266	0.05431516	0.18079012	0.4141809	0.05707529
LOC100505718	0.0	0.0	0.0	0.0	0.3464023	0.0	0.0	0.0	0.0	0.0
LOC100505738	0.6478713	0.0	0.454887	0.7173651	0.9810371	0.7791206	0.004980128	4.504816	1.558828	3.697897
LOC100505761	27.70923	11.648875	14.76089	3.880386	0.2983731	1.2058203	1.0616436	11.126288	0.9818344	0.9388003
LOC100505768	0.0	0.010055126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505776	0.0	0.00959149	0.0	0.0	0.0	0.024544942	0.010670683	0.0	0.012440893	0.0
LOC100505782	0.0	0.022754332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505795	0.0350161	0.0	0.05385054	0.0	0.0	0.05419453	0.0	0.05473962	0.115677	0.0
LOC100505806	0.03232522	0.020244049	5.119585	6.66441	0.5797987	0.4061649	6.995937	0.3101535	15.07712	35.21467
LOC100505812	15.05758	8.118281	0.07544755	1.3490553	1.2741811	8.905615	0.6419316	0.2510611	0.3373749	2.887375
LOC100505817	0.0	0.0	0.05160041	0.0	0.0	0.0	0.0	0.0	0.1704453	0.0
LOC100505835	0.0	0.5644837	0.002582099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505841	0.0	0.0	0.0	0.0	0.05279209	0.0	0.0	0.0	0.0	0.0
LOC100505875	1.686184	0.391837	0.03657911	0.2587801	0.09546251	0.05473962	0.3171318	0.3103299	0.05690146	0.19104849
LOC100505876	24.77584	29.59451	16.25782	16.38303	15.69715	14.05131	2.177598	2.467874	21.17396	37.25397
LOC100505912	0.1875197	0.7108326	0.03523445	0.2374245	0.2698383	0.0	0.06259792	0.4140136	0.21442808	0.4065271
LOC100505918	0.0	0.006231145	0.009950083	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505933	0.09873882	0.2632994	0.13596478	0.06426639	0.6121037	0.020806996	1.0306277	0.2668554	0.5383189	1.1639538
LOC100505964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505978	0.06366909	0.3041378	0.08955469	0.20865992	0.2473419	0.0	0.13960887	0.3206633	0.21660806	0.12838298
LOC100505989	0.0	0.0	0.000264018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506013	0.0	3.774712	37.53381	0.0	0.005279966	0.0	0.011048946	0.0	0.0	0.0
LOC100506023	0.3201073	1.0141415	0.3476604	0.1593167	0.8544363	0.3253875	0.05609416	0.2698383	0.630575	1.0950677
LOC100506025	0.19276124	0.0	0.000838081	0.020115711	0.029546154	0.05074782	0.012952764	0.02363153	0.04789476	0.05805729
LOC100506035	0.023232425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506054	4.462278	5.383594	12.083295	10.113081	8.469361	4.719527	23.57496	12.42688	4.564361	5.5101
LOC100506060	0.8157102	2.66748	1.901844	0.9984965	0.524103	2.415329	1.834354	1.992821	0.9806448	1.479756
LOC100506071	0.11093988	0.2647041	0.11077821	0.12046972	0.07815305	0.13256214	0.021680162	2.112038	0.12062526	0.07505785
LOC100506082	1.133201	0.03446582	0.4942215	0.5867196	0.7286263	0.7684298	0.11931389	0.12217348	0.390632	0.7840259
LOC100506083	0.7053382	0.967578	0.18032406	0.4359539	0.3944145	0.19629871	0.22743442	0.6502738	0.3482259	0.19028082
LOC100506085	0.0	0.12587997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506100	0.8598846	17.35833	7.210518	6.553571	3.071545	6.653195	1.4099309	0.13287398	4.841662	7.641719
LOC100506122	0.0	0.0	0.002900044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506123	7.207356	2.723741	0.003171331	0.3122307	0.12337363	0.7488942	0.8971134	26.48315	0.8906057	0.19276124
LOC100506124	0.7096502	3.920882	0.6767965	0.5714845	0.6693297	4.589874	0.8437197	3.052847	1.0616436	0.21560211
LOC100506134	0.356282	0.3564869	0.0	0.0	0.0	0.0	0.0	0.10073822	0.03179772	0.0
LOC100506136	0.030322533	0.06233559	0.0122765298	0.04793558	0.18009226	0.10044968	0.08614605	0.11059258	0.172574	0.17268568
LOC100506172	0.0	0.03163101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506178	0.028121542	0.0	0.03314759	0.017081609	0.023312644	4.938332	0.0055769	0.0	0.9152893	4.723136
LOC100506190	16.87537	1.0986768	1.0118229	4.668273	12.89655	31.25597	5.491036	4.424729	12.44921	24.46523
LOC100506207	0.3885795	1.254993	0.3660734	1.2492138	1.013229	0.4249871	0.3431136	9.735824	0.5118938	0.4969408
LOC100506229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506233	10.500688	12.91541	1.975358	1.751749	3.982155	1.940678	10.946582	9.451946	5.378352	7.373789
LOC100506241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506274	0.11815256	0.028828664	0.014564872	0.0	0.0	0.0	0.13825599	0.2443084	0.0	0.0
LOC100506305	0.016472005	0.6672168	0.002124983	0.07014717	0.0	0.028368974	0.10519868	0.0	0.0	0.0
LOC100506314	0.5521609	0.0	0.05741262	3.476695	0.15206704	3.51664	0.015792043	0.0	2.733776	0.06571772
LOC100506321	1.66416	0.6869377	0.05499402	0.051665	0.0	0.6741038	0.0	0.0	0.3501179	0.0
LOC100506343	0.17641211	0.09769426	1.0023805	0.4223635	0.3420752	0.4591271	0.722393	11.237034	0.6049285	1.2076804
LOC100506368	0.0	0.0076008525	0.19213766	0.2954732	0.3723414	0.6656918	0.2998241	0.0	0.3237647	0.7982644
LOC100506384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506385	0.15220084	0.03663829	0.2551527	0.09546251	1.1416582	0.22639107	0.1922265	0.0	1.627463	2.11299
LOC100506388	0.0	0.0	0.0	0.3090541	1.475524	0.0	0.0	0.0	0.016554925	0.10785299
LOC100506393	0.13180519	0.3035713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506394	0.0	0.0	0.3746748	4.58451	15.68245	0.9063784	0.8999538	0.7950926	16.63212	2.761824
LOC100506403	0.0	0.0	0.0	0.0	0.2900243	0.0	0.0	0.0	0.0	0.0
LOC100506421	0.0	0.008791761	0.0	0.0	0.011488591	0.0	12.62979	3.289199	0.0	0.0
LOC100506422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506469	5.437573	6.477351	29.5167	6.140854	2.794664	4.343349	4.530422	2.001294	1.651655	1.683356
LOC100506472	0.19979331	0.4326453	0.5783581	0.17609969	0.16120593	0.6015133	0.3684387	0.6918813	0.3606995	0.15729292
LOC100506474	0.0	0.0	0.0	0.1594227	0.003356986	0.0	0.2993527	0.0	0.008331361	0.3613216
LOC100506497	0.0	0.0	0.016248464	0.0	0.0	0.01395738	0.0458495	0.027393902	0.0	0.04302285
LOC100506499	0.21544904	2.916565	0.005436435	1.57834	0.4853447	0.05595055	0.019313414	0.0	0.3672405	0.418395
LOC100506548	33.54593	13.64022	7.66147	7.864606	10.62304	3.748294	16.04875	53.68989	14.01215	11.106219
LOC100506585	0.15652243	0.0	0.005606441	0.0	0.0	0.0	0.0	0.05294365	0.0	0.0
LOC100506599	0.2580762	0.09237457	0.2985434	0.3311628	0.3247114	0.254634	0.3501179	1.784228	0.2677078	0.3150918
LOC100506639	11.969944	3.35415	0.4846727	1.519504	2.332988	1.773743	3.972773	2.832085	2.09833	2.582495
LOC100506655	0.3020058	0.3731635	0.09993573	0.016204255	0.060932	0.3540215	0.021889181	0.10858303	0.18485484	0.0
LOC100506688	0.011639807	0.1956631	0.05511011	0.0	0.002868417	0.0	0.0	0.0	0.027789082	1.0808217
LOC100506710	28.52542	30.00201	8.816687	5.405242	7.210518	6.382401	6.068937	22.79442	10.307356	13.81048
LOC100506713	8.580864	9.325003	1.690158	1.4477763	3.957487	6.717476	0.7869817	3.348781	3.275926	4.477388
LOC100506714	6.161434	6.085687	9.824269	10.940139	5.342429	6.274267	2.585547	19.58607	4.673884	10.775821
LOC100506730	1.540613	1.0909596	0.7096502	1.4337363	2.1757	1.0767746	1.1632638	1.2974545	1.553451	2.235101
LOC100506746	2.663395	3.844136	0.7678588	1.0550672	1.2252819	1.573445	0.02320341	0.0	1.0081096	3.519282
LOC100506776	0.5232668	7.669953	0.5732063	0.014445751	0.0529856	0.4258718	0.0	0.0	0.022228455	0.04371572
LOC100506795	0.039060184	0.06629046	0.0	0.12587997	0.12233054	0.0434141	0.020731387	0.0	0.2389248	0.0
LOC100506801	0.09827406	1.283729	0.08839786	0.20466533	0.014205398	0.5557842	0.16629875	0.13968569	0.10533139	0.13814373
LOC100506804	0.9106262	1.865343	0.05349999	0.3830963	0.2625263	0.573459	0.22415551	0.6943243	0.3746748	0.4332986
LOC100506810	0.07609816	0.0596706	0.001574203	0.014171995	0.002128485	0.2560742	0.05052444	0.03629483	0.05180804	0.0
LOC100506834	0.0080552424	0.0	0.000322764	0.06503852	0.11595389	0.0	0.07867967	0.11024113	0.13628707	0.0
LOC100506844	173.5498	9.447153	2.146539	2.873085	8.210811	6.272985	42.7341	68.66116	8.636593	7.836458
LOC100506895	0.0	0.07294743	0.08072339	0.9395752	0.20432713	0.0	0.05566131	0.3904939	0.05627056	0.0
LOC100506963	1.705278	4.399722	2.172811	2.445891	2.129765	2.059647	2.49925	4.768139	2.964051	0.2573985
LOC100506990	3.305409	2.804145	4.36438	1.798585	5.037436	1.4706501	12.349915	10.407024	9.826531	11.797397
LOC100507003	0.0	0.03614075	0.9594315	0.0	0.004745592	0.0	0.5797987	0.0	0.0	0.0
LOC100507032	6.365856	2.278816	0.15398999	0.11891577	1.758092	1.1364639	0.5200206	0.8092373	0.5839589	0.3429399
LOC100507053	1.2047985	1.3670877	0.6638865	2.018721	1.1820514	0.4477148	1.585476	2.074275	2.80237	0.5865441
LOC100507066	0.12247865	0.04544197	0.0	0.04976334	0.026670204	0.22034912	0.0	0.04095519	0.04391281	0.0
LOC100507091	0.08476401	0.0	0.0	0.0906886	0.0	0.08690969	0.006407992	0.0	0.0396392	0.0
LOC100507117	0.03384933	0.09273265	0.004875913	0.13825599	0.10676789	0.3839855	0.007328013	0.0	0.17503896	0.0
LOC100507140	0.5788607	0.04641723	0.0	0.3583282	0.0031459656	0.012722722	0.0	0.0	0.0	0.0
LOC100507156	0.029972566	0.3483833	0.022737861	0.3914144	0.464711	0.7494139	0.027927876	0.03296805	0.6198267	0.12291719
LOC100507173	6.736156	3.04136	1.0257236	2.371933	0.0	0.0	0.6502738	7.485553	0.0	0.3090541
LOC100507194	0.0	0.11151738	0.9956103	0.0	0.0	0.04588514	1.856816	0.5455822	0.0	0.0
LOC100507205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16873773	0.0	0.0
LOC100507217	47.33164	24.70238	9.114137	4.074283	19.92235	4.757815	54.67221	220.5333	17.87624	17.96239
LOC100507244	0.5378355	0.09452581	0.011030768	0.17168404	0.3824812	0.10465384	0.0660227	0.07520939	0.2969769	0.07159234
LOC100507250	0.7283266	1.847197	0.3180198	0.11478097	0.06272664	0.1183121	0.18857239	0.083852	0.11515989	0.06604478
LOC100507254	0.3052936	0.0	0.00159805	0.0	0.8566481	41.85852	0.10785299	0.356282	0.6028798	0.10928702
LOC100507266	2.000335	2.160622	1.2058203	0.5264756	0.5375883	0.5216319	0.5791644	1.583075	0.6745885	0.6930342
LOC100507299	2.491529	0.8128106	0.14728946	0.5776646	0.7775433	0.6758401	0.5067393	0.6015133	1.0915175	0.8351342
LOC100507300	0.15631658	0.5975926	0.001209293	0.0374141068	0.04980257	0.05670998	0.037910872	0.0	0.14786594	0.0
LOC100507334	0.030750289	0.0	0.0034803473	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507346	0.0	0.273044	0.14022423	0.0	0.05850832	0.17776205	0.22693426	0.07374255	0.3082125	0.06659424
LOC100507351	1.890879	0.005149922	0.4624617	0.0	0.0	0.0	0.13058775	0.1846245	0.014297733	0.0
LOC100507362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507373	2.459747	0.561979	5.19303	0.4415628	0.6823749	1.567905	1.740271	0.13664563	0.9459794	1.2690786
LOC100507377	0.0	0.0948979	0.024268723	0.0	0.0	0.0	0.0	0.0	0.0	0.19770551
LOC100507384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507387	0.027477967	0.023849385	0.002888642	0.04565516	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507389	0.0	0.06757312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507391	0.008762843	0.002872031	0.020263349	0.014321042	0.0	0.03457394	0.015214247	0.0	0.0	0.0
LOC100507412	13.99496	0.0	0.0	2.480108	0.0	0.0	0.4561375	0.0	0.0	16.56658
LOC100507424	3.042508	1.507554	0.10685112	0.15141935	0.22187928	0.4113051	0.3149796	0.7721832	0.3946272	1.922006
LOC100507443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100507462	0.4321919	1.1839289	0.13825599	0.3389634	0.4094216	0.3454298	0.06248569	0.10028256	0.4698596	0.3421938
LOC100507463	20.07021	29.91683	0.3531215	0.9459794	0.8453389	1.4189093	0.1338134	0.08567417	1.71596	5.559953
LOC100507472	0.0	0.0	0.013282239	0.0	0.002928977	0.0	0.019942479	0.05279209	0.0	0.1702997
LOC100507489	0.013829286	0.22611263	0.001564432	0.07366421	0.014471913	0.013632528	0.022067093	0.022788764	0.0810829	0.0
LOC100507501	1.4016772	1.1703964	0.4181073	0.5115399	0.4263037	0.3793581	0.5091605	0.030300789	0.5711654	0.6753705
LOC100507537	0.0	0.0	0.03651488	0.0	0.19918055	0.0	0.0	0.5064197	0.0	0.0
LOC100507547	2.699938	1.1833242	1.846582	1.938732	1.1673128	1.528252	2.677775	1.2259823	0.8308637	1.918518
LOC100507557	2.056002	1.705278	0.19152377	0.16581889	0.6028798	0.5833321	0.5776646	7.54535	0.9965481	0.4899901
LOC100507564	0.2542649	0.8056256	0.16545053	1.3279367	1.0068796	0.5946583	0.2612477	0.17980054	1.0436848	0.17776205
LOC100507577	8.368773	5.361345	0.5403766	1.894993	2.540957	2.76935	0.5605523	9.083747	3.445424	3.15316
LOC100507584	0.02305259	0.0	0.0	0.0	0.005021565	0.0	0.0	0.0	0.0	0.0
LOC100507600	0.12667638	4.319109	0.0	0.0	0.8115752	0.0	0.0	0.0	0.6056033	0.0
LOC100507602	18.06904	5.952936	13.77613	4.346031	6.653195	16.34393	38.28428	12.62612	3.869425	17.02112
LOC100507632	0.010821986	0.005440708	0.0	0.0	0.7396755	0.0	0.0	0.0	1.1191842	0.0
LOC100507634	1.961775	0.6065386	0.5107165	0.2884972	0.5839589	0.5397395	0.691154	0.02371381	0.3429399	0.8313327
LOC100507651	0.010887983	0.03376931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100508120	12.63174	3.09663	0.8824705	0.7663161	2.20086	2.252408	2.365297	2.007655	2.673002	1.672301
LOC100527964	2.053826	3.362309	4.361682	1.926913	0.9789092	5.708884	1.0682039	3.971033	2.21507	0.5813722
LOC100616530	0.9772867	1.915957	0.10576405	0.0	0.13144081	0.4686051	0.0	0.0	0.15999719	1.896127
LOC100630918	4.30646	1.558383	1.241948	1.1502463	1.861386	0.7040795	3.886244	5.233482	0.5833321	0.8072157
LOC100630923	4.723136	2.787553	3.010696	2.54791	1.524243	1.7888	7.588578	11.007026	0.8006753	5.702625
LOC100631378	0.19189247	0.0	0.11112794	0.024147931	0.0	0.0	0.14728946	0.2894104	0.07030366	0.0
LOC100652739	0.14673215	0.0	0.028121542	0.8769077	0.9441532	0.3903549	5.980816	0.10487035	0.3171318	0.4752068
LOC100652758	1.798585	1.527052	1.234281	1.692118	1.2914698	1.289049	0.6469081	1.671555	0.7601499	2.540957
LOC100652768	1.770608	0.7676403	0.21231155	0.6863038	0.9549002	0.9395752	0.1394027	0.2938358	1.54955	3.055069
LOC100652770	0.014654131	0.2499045	0.002078927	0.0	0.0	0.0	0.007682391	0.0	0.0	0.0
LOC100652772	2.947736	9.622761	0.275347	1.592157	2.566684	1.642979	2.09833	7.237254	3.121796	3.950586
LOC100652791	0.3846525	0.0	0.16288991	0.03729701	0.0081248248	0.023119304	0.04572987	0.2759611	0.128582	0.0
LOC100652824	0.0	0.024878982	0.001349424	0.0	0.003955902	0.011985427	0.5314285	0.03539755	0.17939854	0.2398492
LOC100652999	0.037070337	0.08869755	0.11539023	0.262784	0.19604149	1.737212	0.0	0.0	0.15748922	0.1628579
LOC100653046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100653515	0.11862835	0.0	0.010337161	0.0	0.09974309	0.19637122	0.07374255	0.0	0.17478821	0.0572107
LOC100862671	0.12171231	0.8402686	2.694739	6.240782	0.0018091381	3.017784	2.150595	2.454986	0.7765897	0.7684298
LOC100873065	0.0	0.022471969	0.09785936	0.0	0.03666835	0.0	0.0	0.12135743	0.0	0.0
